t_s,delta_road_rad,yaw_rate_meas_rads,yaw_rate_resid_rads,yaw_rate_pred_rads
51.3,0.00215599,0.00700444,-0.0143917,0.013051813496851269
51.32,0.00215599,0.0068,-0.0146065,0.013062145502471268
51.34,0.00215599,0.0066173,-0.0147893,0.013062362257833924
51.36,0.00215599,0.0064,-0.0150047,0.01306041145957001
51.38,0.00215599,0.0068,-0.0146127,0.013068359156200774
51.4,0.00215599,0.00640797,-0.0150157,0.01307934142790874
51.42,0.00215599,0.00542886,-0.0159892,0.013073778040267202
51.44,0.00215599,0.00612478,-0.0152799,0.013060339207782457
51.46,0.00215599,0.00659772,-0.0148041,0.013057521388067912
51.48,0.00215599,0.00699399,-0.0144167,0.013066408357936857
51.5,0.00215599,0.00738766,-0.0140399,0.01308331527622412
51.52,0.00215599,0.00797539,-0.0134482,0.01307934142790874
51.54,0.00215599,0.0082,-0.0132187,0.013074356054567625
51.56,0.00215599,0.0082,-0.0132187,0.013074356054567625
51.58,0.00215599,0.00761283,-0.0138147,0.013083243024436567
51.6,0.00215599,0.0078,-0.0136407,0.013096392849771108
51.62,0.00215599,0.00816617,-0.0132766,0.013098488151610127
51.64,0.00215599,0.00783838,-0.0136006,0.013094658806869849
51.66,0.00215599,0.0074,-0.0140347,0.01309046820319181
51.68,0.00215599,0.0074,-0.0140385,0.013094225296144535
51.7,0.00215599,0.00660252,-0.0148459,0.013104051539251664
51.72,0.00215599,0.0058,-0.015649,0.013104701805339633
51.74,0.00215599,0.00658268,-0.0148512,0.013089601181741182
51.76,0.00215599,0.00600655,-0.0154244,0.013086638858451531
51.78,0.00215599,0.00638805,-0.0150586,0.013102317496350406
51.8,0.00215599,0.00679308,-0.0146637,0.013112504998395292
51.82,0.00215599,0.0064,-0.0150578,0.013113516523421026
51.84,0.00205333,0.0064,-0.014036,0.012091776649452839
51.86,0.00205333,0.00600549,-0.0144249,0.012086202924126292
51.88,0.00205333,0.0056,-0.0148274,0.01208310641005599
51.9,0.00205333,0.006,-0.0144379,0.012093703369318804
51.92,0.00205333,0.00582897,-0.0146231,0.012107809711194633
51.94,0.00205333,0.00578683,-0.0146608,0.012103336968648638
51.96,0.00205333,0.00657179,-0.0138614,0.012088955381077673
51.98,0.00205333,0.0068,-0.0136358,0.012091570215181485
52.0,0.00195572,0.00584924,-0.0136325,0.011137535196769936
52.02,0.00195066,0.00516486,-0.0142711,0.01109170613159501
52.04,0.00195066,0.0063712,-0.0130566,0.01108353479080187
52.06,0.00195066,0.00621398,-0.0132102,0.011079939400852884
52.08,0.00195066,0.00543019,-0.0139976,0.01108353479080187
52.1,0.00195066,0.00539297,-0.0140412,0.011089875751257345
52.12,0.00195066,0.0054,-0.0140385,0.011094255589922471
52.14,0.00185328,0.00501029,-0.0134667,0.01013273389185382
52.16,0.001848,0.00480677,-0.0136176,0.010080216644681906
52.18,0.001848,0.00460295,-0.0138145,0.010073280443756464
52.2,0.001848,0.0042,-0.0142224,0.010078234872988924
52.22,0.001848,0.00443497,-0.0139979,0.010088639174377087
52.24,0.001848,0.00301935,-0.0154085,0.010083684745144627
52.26,0.001848,0.00398091,-0.0144366,0.010073280443756464
52.28,0.001848,0.0044,-0.0140189,0.01007464291179539
52.3,0.00174533,0.00400596,-0.0134016,0.00906332594490064
52.32,0.00174533,0.00452418,-0.012886,0.009065957980079893
52.34,0.00174533,0.00499896,-0.0124018,0.009056482653434587
52.36,0.00174533,0.00538221,-0.0120137,0.009051686500441287
52.38,0.00174533,0.00522914,-0.0121618,0.009046714878436035
52.4,0.00174533,0.00460311,-0.0127909,0.009049814830980487
52.42,0.00174533,0.00514015,-0.0122589,0.009054786452985736
52.44,0.00174533,0.00559998,-0.0117991,0.009054786452985736
52.46,0.00174533,0.00484042,-0.0125509,0.009047065816459933
52.48,0.00174533,0.00401512,-0.0133646,0.009035426372000577
52.5,0.00174533,0.00419439,-0.0131796,0.009029694384276874
52.52,0.00166219,0.00456196,-0.0119857,0.008203409728593973
52.54,0.00164266,0.00440661,-0.0119476,0.008009917466303857
52.56,0.00164266,0.004,-0.0123432,0.007998907670878375
52.58,0.00164266,0.00417198,-0.012157,0.007984760083756629
52.6,0.00154,0.00459672,-0.0107117,0.006964154019307256
52.62,0.00154,0.0044,-0.0109148,0.00697055348817322
52.64,0.00154,0.00343551,-0.0118728,0.006964154019307256
52.66,0.00154,0.0032,-0.0121027,0.006958425462499817
52.68,0.00154,0.0032,-0.0120926,0.006948361781621892
52.7,0.00143733,0.0032,-0.0110576,0.005913405846808058
52.72,0.00143733,0.00337683,-0.0108725,0.005905072795158062
52.74,0.00143733,0.00379913,-0.0104548,0.005909648748376267
52.76,0.00143733,0.00305146,-0.011207,0.005914224701594474
52.78,0.00143733,0.00226626,-0.0119775,0.005899533483367605
52.8,0.00143733,0.00180765,-0.0124259,0.0058893218825017135
52.82,0.00143733,0.0016,-0.0126379,0.005893656996076855
52.84,0.00143733,0.00140417,-0.0128384,0.005898377453080901
52.86,0.00143733,0.00198817,-0.0122441,0.005887973180500558
52.88,0.00143733,0.00252934,-0.0116936,0.005878724938206924
52.9,0.00143733,0.0026,-0.0116241,0.005879880968493628
52.92,0.00143733,0.0026,-0.0116283,0.005884023410354319
52.94,0.00143733,0.0024,-0.0118257,0.005881470510137847
52.96,0.00143733,0.00200467,-0.0122169,0.005877376236205769
52.98,0.00154,0.0018297,-0.013416,0.006901552763384552
53.0,0.00154,0.00160298,-0.0136531,0.006911822878742027
53.02,0.00164266,0.00179151,-0.0144933,0.007940555755123308
53.04,0.00174712,0.00178953,-0.0155483,0.008993588802310324
53.06,0.001848,0.00101145,-0.0173311,0.00999834470161553
53.08,0.00195066,0.001,-0.0183579,0.011013588113612556
53.1,0.00205333,0.0012,-0.0191766,0.012032392390726792
53.12,0.00205333,0.00136952,-0.0190298,0.012055100160575686
53.14,0.00215599,0.00239366,-0.0190491,0.013098488151610127
53.16,0.00215599,0.00334556,-0.018103,0.013104268294614323
53.18,0.00215599,0.00324924,-0.0182037,0.013108603401867465
53.2,0.00215599,0.00260511,-0.0188506,0.013111421221582006
53.22,0.00215599,0.00330109,-0.018171,0.013127822377356402
53.24,0.00215599,0.004,-0.0174887,0.013144368036705904
53.26,0.00215599,0.00478967,-0.016714,0.013159396408516806
53.28,0.00215599,0.00516905,-0.016346,0.013170739939162538
53.3,0.00215599,0.00599046,-0.0155324,0.013178615384005747
53.32,0.00215599,0.00657305,-0.0149635,0.013192198720065605
53.34,0.00225866,0.0065931,-0.0159935,0.01424238555431191
53.36,0.00225866,0.0067821,-0.0158151,0.014252906810139127
53.38,0.00236133,0.00716571,-0.0164555,0.015276925219590934
53.4,0.00236133,0.00757342,-0.016062,0.01529116919378635
53.42,0.00246399,0.00816947,-0.0165216,0.016346810043202785
53.44,0.00246399,0.0086,-0.0161108,0.016366462550132715
53.46,0.00255741,0.0084,-0.0172468,0.017302580125483025
53.48,0.00256666,0.00824058,-0.0175124,0.017408675813928493
53.5,0.00256666,0.00740196,-0.0183665,0.017424244395702913
53.52,0.00256666,0.00808481,-0.0177,0.017440587105852855
53.54,0.00256666,0.00839882,-0.0174087,0.017463294871534883
53.56,0.00256666,0.0082,-0.0176424,0.017498130648433446
53.58,0.00265042,0.0082,-0.0184997,0.018355327143712775
53.6,0.00266933,0.00914063,-0.0177454,0.01854179655293882
53.62,0.00266933,0.0101315,-0.0167621,0.01854940022548899
53.64,0.00266933,0.00922565,-0.0176931,0.018574537072390124
53.66,0.00266933,0.00820773,-0.0187458,0.01860933505617853
53.68,0.00266933,0.00874957,-0.018211,0.01861640199890162
53.7,0.00266933,0.0088,-0.0181632,0.018618906738094618
53.72,0.00266933,0.00785061,-0.0191212,0.018627583870298926
53.74,0.00266933,0.0072,-0.0197847,0.018640465386148615
53.76,0.00266933,0.00799225,-0.0190197,0.018667749152358033
53.78,0.00257953,0.00854987,-0.0175833,0.017788933635406873
53.8,0.00256666,0.0088,-0.0172182,0.01767394380394128
53.82,0.00256666,0.0088,-0.0172122,0.01766792280546499
53.84,0.00256666,0.00898685,-0.0170337,0.017676352203331795
53.86,0.00256666,0.00939147,-0.0166602,0.01770740335261669
53.88,0.00256666,0.00905955,-0.0170231,0.017738368487637643
53.9,0.00256666,0.00820791,-0.0178769,0.017740518844236317
53.92,0.00256666,0.0082,-0.0178803,0.01773596008824712
53.94,0.00256666,0.00780358,-0.0182896,0.01774894824210313
53.96,0.00256666,0.00681271,-0.0192937,0.017762194438750975
53.98,0.00256666,0.0068,-0.0193257,0.017781461633875124
54.0,0.00256666,0.00758464,-0.0185717,0.017812082711840288
54.02,0.00256666,0.00834218,-0.0178256,0.017823522608945243
54.04,0.00246399,0.00841692,-0.0167037,0.016776357694671305
54.06,0.00246399,0.00896607,-0.0161639,0.016785605933226568
54.08,0.00246399,0.00943174,-0.0157209,0.016808313661822075
54.1,0.00236542,0.0092,-0.0149619,0.015817717246041425
54.12,0.00236133,0.00923472,-0.0148855,0.01577601824876034
54.14,0.00236133,0.00845488,-0.0156903,0.0158010243367923
54.16,0.00236133,0.00724334,-0.0169219,0.015821045033855854
54.18,0.00236133,0.0068,-0.0173696,0.015825397359304452
54.2,0.00236133,0.00737897,-0.0168006,0.015835368141241243
54.22,0.00225866,0.00722819,-0.0159232,0.01480712720702314
54.24,0.00225866,0.007,-0.0161724,0.014828169718677573
54.26,0.00225866,0.0068,-0.0163724,0.014828169718677573
54.28,0.00225866,0.00734563,-0.0158268,0.014828169718677573
54.3,0.00225866,0.00680204,-0.0163777,0.014835436197522265
54.32,0.00225866,0.0067695,-0.0164275,0.014852769777266387
54.34,0.00225866,0.00760151,-0.0156208,0.014878051068246892
54.36,0.00225866,0.008,-0.0152427,0.014898412347509637
54.38,0.00225866,0.00727821,-0.0159699,0.014903862206643156
54.4,0.00225866,0.0080017,-0.0152443,0.01490174281698012
54.42,0.00225866,0.0082,-0.0150551,0.014910825915535988
54.44,0.00225866,0.00680963,-0.0164736,0.01493898352105919
54.46,0.00225866,0.0062,-0.0170987,0.014954424788604167
54.48,0.00225866,0.0066,-0.0166964,0.014952154013965201
54.5,0.00215599,0.00639512,-0.0158503,0.013901133259529833
54.52,0.00215599,0.0062,-0.0160556,0.01391124850978717
54.54,0.00215599,0.00697335,-0.0152923,0.013921363760044507
54.56,0.00215599,0.00681848,-0.0154693,0.013943545058823096
54.58,0.00215599,0.00645953,-0.0158543,0.013969483450554413
54.6,0.00215599,0.00540952,-0.0169085,0.013973674054232452
54.62,0.00215599,0.00630991,-0.0159942,0.01395980171102239
54.64,0.00215599,0.0068,-0.0155036,0.013959295948509523
54.66,0.00215599,0.00718428,-0.0151324,0.013972373522056507
54.68,0.00215599,0.007,-0.0153324,0.013988052159955378
54.7,0.00215599,0.00719781,-0.0151518,0.014005320337180405
54.72,0.00206661,0.00792238,-0.0135115,0.013089653747050569
54.74,0.00205333,0.0082,-0.0130981,0.012953846166625383
54.76,0.00205333,0.00780234,-0.0134866,0.012944694247262042
54.78,0.00205333,0.00819344,-0.0130919,0.012941116053225248
54.8,0.00205333,0.0082,-0.0130969,0.012952607560997266
54.82,0.00196305,0.00837587,-0.0119977,0.012029324580772315
54.84,0.00195066,0.00893624,-0.0113133,0.011905244820960401
54.86,0.00185329,0.0092,-0.0100378,0.010893590132485463
54.88,0.00174533,0.00823643,-0.00987671,0.009768886841951893
54.9,0.00165006,0.0078,-0.00932208,0.008777844733745542
54.92,0.00154,0.008,-0.00798354,0.007639297984666537
54.94,0.00133634,0.00721309,-0.00666101,0.005529821792247577
54.96,0.00133466,0.0054112,-0.00844689,0.005513811040808917
54.98,0.00113281,0.00481354,-0.00694945,0.0034187919950871334
55.0,0.00103197,0.00381033,-0.00690257,0.002368664718439304
55.02,0.00102666,0.0028762,-0.00777617,0.002308070903422898
55.04,0.000941127,0.00063358,-0.00913128,0.0014206049746385199
55.06,0.000923998,-0.000958127,-0.0105474,0.00124501598163761
55.08,0.000923998,-0.00138274,-0.0109792,0.001252199882341598
55.1,0.000821331,-0.00220335,-0.0107353,0.0001876826448508305
55.12,0.000821331,-0.00308119,-0.0116092,0.00018377416535266151
55.14,0.000821331,-0.00376776,-0.0122935,0.00018146210705796868
55.16,0.000821331,-0.00398979,-0.0125155,0.00018146210705796868
55.18,0.000821331,-0.004,-0.0125311,0.00018680186073856755
55.2,0.000821331,-0.00362664,-0.0121608,0.0001898846051314896
55.22,0.000821331,-0.00377167,-0.0123073,0.00019142597732795148
55.24,0.000821331,-0.004,-0.0125333,0.00018908639452975065
55.26,0.000821331,-0.00302833,-0.0115529,0.00018027855340711427
55.28,0.000821331,-0.00261293,-0.011136,0.00017876470571416211
55.3,0.000821331,-0.00201466,-0.0105456,0.00018669176272453555
55.32,0.000821331,-0.00306451,-0.0115983,0.00018958183559289812
55.34,0.000722469,-0.00282223,-0.0103287,-0.0008378373768828202
55.36,0.000718665,-0.0012139,-0.00868358,-0.000874567015019612
55.38,0.000718665,-0.0012,-0.00866749,-0.000876758654639551
55.4,0.000718665,-0.00158682,-0.00905051,-0.0008805639190346106
55.42,0.000718665,-0.000513879,-0.0079743,-0.0008838393364885861
55.44,0.000718665,0.0,-0.00746356,-0.0008806843387939483
55.46,0.000718665,-0.000192992,-0.00765792,-0.0008793356374893705
55.48,0.000718665,-0.000991002,-0.00845034,-0.0008849231143226227
55.5,0.000718665,-2.61819e-05,-0.00748583,-0.0008846100229483464
55.52,0.000718665,0.0002,-0.00725811,-0.0008861513958678636
55.54,0.000718665,0.0002,-0.00725662,-0.0008876446008836475
55.56,0.000718665,0.00019333,-0.00726436,-0.0008865608230496109
55.58,0.000718665,0.00097712,-0.00648241,-0.0008847304427076833
55.6,0.000718665,0.000621359,-0.00683667,-0.0008862236477234662
55.62,0.000718665,2.77544e-05,-0.00742393,-0.0008925577270646103
55.64,0.000718665,0.000379311,-0.00706969,-0.0008952551296737658
55.66,0.000718665,0.000411676,-0.00703629,-0.0008962907396040673
55.68,0.000821331,-0.000187477,-0.00870019,0.00016847054140208158
55.7,0.000821331,-0.000216389,-0.00873323,0.0001725992169283163
55.72,0.000821331,0.0,-0.00851779,0.00017353505004759698
55.74,0.000821331,-0.000785549,-0.00929568,0.00016588323807230528
55.76,0.000821331,-0.00178145,-0.0102877,0.0001620022830776443
55.78,0.000821331,-0.00101774,-0.00952242,0.00016043338637767614
55.8,0.000821331,-0.0008,-0.00930618,0.0001619197095671203
55.82,0.000821331,-0.00187275,-0.0103824,0.00016541532151266754
55.84,0.000821331,-0.0020236,-0.0105314,0.00016354365527410618
55.86,0.000821331,-0.0012,-0.00970586,0.00016161694002853055
55.88,0.000821331,-0.00242055,-0.0109253,0.00016046091088118414
55.9,0.000821331,-0.00339922,-0.0119014,0.00015787360755140957
55.92,0.000821331,-0.00267493,-0.011175,0.00015583679429180194
55.94,0.000821331,-0.0022,-0.010702,0.00015779103404088557
55.96,0.000821331,-0.00378587,-0.012289,0.00015891953868472225
55.98,0.000821331,-0.004,-0.0124996,0.000155368877732159
56.0,0.000821331,-0.0038,-0.0122977,0.00015346968699009138
56.02,0.000821331,-0.00270989,-0.0112062,0.00015206593731117296
56.04,0.000821331,-0.00165884,-0.0101517,0.0001485978498691337
56.06,0.000821331,-0.00121038,-0.00970472,0.0001500841730585796
56.08,0.000821331,-0.000659202,-0.00915801,0.00015454314262691206
56.1,0.000821331,0.000392377,-0.00810392,0.00015203841280766323
56.12,0.000821331,2.47809e-05,-0.0084639,0.00014441412533588126
56.14,0.000821331,0.00113334,-0.00735261,0.0001416891994885667
56.16,0.000821331,0.00120381,-0.007284,0.0001435333412236183
56.18,0.000919764,0.000616497,-0.00889081,0.0011630704197700837
56.2,0.000923998,0.0004,-0.00914972,0.0012054735626764266
56.22,0.000923998,1.65102e-05,-0.00953199,0.0012042349591067751
56.24,0.000923998,-0.000169307,-0.00971395,0.001200395288040848
56.26,0.000923998,-0.00079597,-0.0103348,0.001194635781441961
56.28,0.000923998,-0.0006,-0.010136,0.0011917250630532755
56.3,0.000923998,-0.000788463,-0.0103292,0.0011964627217071998
56.32,0.000923998,-0.00191565,-0.0114547,0.0011947906068881676
56.34,0.000923998,-0.00184264,-0.0113764,0.0011895265417171414
56.36,0.000923998,-0.000820147,-0.010354,0.0011895884718956234
56.38,0.000923998,-0.0006,-0.0101313,0.0011870493345778332
56.4,0.000923998,-0.000413253,-0.00994155,0.0011840457209214249
56.42,0.000923998,9.43681e-05,-0.00943459,0.0011846959877954925
56.44,0.000923998,2.11184e-05,-0.00951257,0.0011894336464494167
56.46,0.000923998,-0.000984347,-0.0105148,0.001186213277168318
56.48,0.000923998,-0.001,-0.0105227,0.0011784410397687427
56.5,0.000923998,-0.000812777,-0.0103325,0.0011754374261123343
56.52,0.000923998,0.0,-0.00951958,0.0011753135657553686
56.54,0.000923998,0.0,-0.00952004,0.0011757780420939886
56.56,0.000923998,0.0,-0.00951787,0.0011736104858470972
56.58,0.000923998,0.0,-0.00952006,0.0011758090071832296
56.6,0.000923998,0.0,-0.00951971,0.0011754683912015753
56.62,0.000923998,-5.01629e-05,-0.00956377,0.001169368268621034
56.64,0.000923998,0.000388907,-0.00912081,0.0011654666673766249
56.66,0.000923998,0.000808877,-0.00870252,0.001167138782195657
56.68,0.000923998,0.0,-0.00951231,0.001168067734872897
56.7,0.000923998,-1.18603e-05,-0.00951947,0.0011633610413082154
56.72,0.000923998,0.0002,-0.00930835,0.0011641042034500077
56.74,0.000923998,-0.000189703,-0.00969855,0.001164599644877867
56.76,0.000923998,-0.00158019,-0.0110852,0.0011607599738119433
56.78,0.000923998,-0.00210391,-0.0116076,0.0011594594400638064
56.8,0.000923998,-0.00257514,-0.0120826,0.0011632062158620088
56.82,0.000923998,-0.00311938,-0.0126241,0.0011604193578302873
56.84,0.000923998,-0.00339392,-0.0128868,0.0011486526239185817
56.86,0.000923998,-0.00201581,-0.0115049,0.0011448439179418974
56.88,0.000923998,-0.00256156,-0.0120561,0.0011503247387376122
56.9,0.00101973,-0.00338649,-0.0138659,0.002135151017326477
56.92,0.00102666,-0.00271438,-0.013263,0.002204372702109844
56.94,0.00102666,-0.00220903,-0.0127616,0.002208226119013312
56.96,0.00102666,-0.0024,-0.0129507,0.002206368221577713
56.98,0.00102666,-0.00202796,-0.012572,0.0021997623640289034
57.0,0.00102666,-0.00121064,-0.0117503,0.0021953240534882974
57.02,0.00102666,-0.000433711,-0.0109759,0.0021979044665932992
57.04,0.00102666,-0.0006,-0.0111412,0.002196872301351299
57.06,0.00102666,-4.99167e-05,-0.0105852,0.002191023364979958
57.08,0.00102666,0.000787295,-0.00974615,0.002189165467544359
57.1,0.00102928,0.000194896,-0.010363,0.0022135973724310386
57.12,0.00112933,-0.000462754,-0.0120453,0.003238272574138128
57.14,0.00112933,-0.000402627,-0.0119862,0.003239294421422411
57.16,0.00112933,0.000754337,-0.0108338,0.003243873811103826
57.18,0.00112933,3.46888e-05,-0.0115502,0.0032406568844681218
57.2,0.001232,-7.76174e-06,-0.0126369,0.004284950854053128
57.22,0.001232,0.00148579,-0.0111383,0.004279831280417347
57.24,0.001232,0.00179138,-0.0108309,0.0042780146575143296
57.26,0.00132717,0.00158541,-0.0120163,0.005257424106826801
57.28,0.00133466,0.00239752,-0.0112786,0.005331860635184635
57.3,0.00133466,0.00278796,-0.0108843,0.005327969365447835
57.32,0.00133466,0.0026404,-0.0110263,0.005322467915130285
57.34,0.00143733,0.0024,-0.0123147,0.006370471321413841
57.36,0.00143733,0.0026,-0.0121152,0.006371001168628579
57.38,0.00143733,0.00243355,-0.0122784,0.006367725749482914
57.4,0.00143733,0.0020129,-0.0126958,0.00636440216240864
57.42,0.00143733,0.0018,-0.0129026,0.006358381171332056
57.44,0.00143733,0.00217499,-0.0125209,0.006351637661326277
57.46,0.00143733,0.0024,-0.0122945,0.006350288959325125
57.48,0.00154,0.00243177,-0.0133131,0.007400711334929802
57.5,0.00154,0.00259143,-0.0131535,0.007400659726309914
57.52,0.00154,0.0026,-0.0131449,0.007400659726309914
57.54,0.00154,0.00220203,-0.0135364,0.0073942086488240615
57.56,0.00154,0.00257629,-0.013151,0.0073831127955484
57.58,0.00154,0.0026,-0.0131178,0.007373565200869339
57.6,0.00154,0.00181238,-0.0139128,0.007380945233513151
57.62,0.00154,0.0012,-0.014529,0.007384764271384776
57.64,0.00154,0.00180272,-0.0139164,0.007374958633606281
57.66,0.00154,0.0027755,-0.0129407,0.007372016942272732
57.68,0.00154,0.00226861,-0.0134448,0.007369126859559072
57.7,0.00154,0.0021905,-0.01352,0.007366288385465299
57.72,0.00154,0.00222772,-0.0134779,0.007361437175195938
57.74,0.00154,0.0022,-0.013508,0.0073637595630908475
57.76,0.00154,0.0018,-0.0139071,0.007362882216552768
57.78,0.00154,0.00126206,-0.0144356,0.007353437839113483
57.8,0.00154,0.00159456,-0.0141044,0.007354728054610652
57.82,0.00154,0.00198888,-0.0137085,0.007353179796014046
57.84,0.00154,0.0014,-0.0142867,0.007342445203077591
57.86,0.00154,0.00196182,-0.0137178,0.007335478039392872
57.88,0.00154,0.00256758,-0.0131099,0.007333310477357623
57.9,0.00154,0.0022,-0.0134768,0.007332536348059323
57.92,0.00162679,0.00256908,-0.0139873,0.008212166196986096
57.94,0.00164266,0.00259654,-0.0141168,0.008369112042060272
0.0,0.00266933,0.0204093,0.00321094,0.017057025589128475
0.02,0.00266933,0.0194531,0.00224834,0.017063376892082142
0.04,0.00266933,0.0178337,0.000587047,0.017105241818593638
0.06,0.00266933,0.0172228,-2.69228e-05,0.017108372742584886
0.08,0.00266933,0.0160998,-0.00117272,0.017131094305264202
0.1,0.00266933,0.0161871,-0.00104877,0.017094417767081052
0.12,0.00266933,0.0167377,-0.000504151,0.017100411250150008
0.14,0.00266933,0.016987,-0.000253113,0.017098711605697616
0.16,0.00266933,0.0168197,-0.000462636,0.01714093435209383
0.18,0.00266933,0.0171478,-0.000148407,0.017154799872626483
0.2,0.00266933,0.0177985,0.000496416,0.017160614445753078
0.22,0.00266933,0.0178,0.000549106,0.017109535657210205
0.24,0.00266933,0.0176,0.000302117,0.01715649951707887
0.26,0.00266933,0.0177922,0.000497531,0.01715327913811645
0.28,0.00266933,0.0185398,0.00122224,0.017176179610738123
0.3,0.00266933,0.0189981,0.00167866,0.01717805816513287
0.32,0.00266933,0.019,0.00166599,0.017192639325434952
0.34,0.00266933,0.0184282,0.00112238,0.01716446100951375
0.36,0.00266933,0.0183887,0.00108899,0.017158378071473617
0.38,0.00266933,0.0187638,0.00143083,0.01719156586578081
0.4,0.00266933,0.0191928,0.00182961,0.017221801646039113
0.42,0.00266933,0.0192,0.00183582,0.017222785650722078
0.44,0.00266933,0.0186095,0.00123318,0.017234951526802343
0.46,0.00276089,0.0174433,-0.000509998,0.017811824206450718
0.48,0.00277199,0.0172314,-0.000797618,0.017887627436034566
0.5,0.00277199,0.0172,-0.000895628,0.017954233398523218
0.52,0.00277199,0.0176,-0.000467895,0.01792645769031665
0.54,0.00277199,0.0162276,-0.00184533,0.017931566934301136
0.56,0.00277199,0.0159887,-0.00207461,0.0179219058184032
0.58,0.00277199,0.0169758,-0.00106952,0.017903884121439742
0.6,0.0028745,0.0181994,-0.000558327,0.01861629719061228
0.62,0.00287466,0.0186,-0.000235855,0.018694410130029107
0.64,0.00287466,0.0186,-0.000188023,0.018646627446130104
0.66,0.00297191,0.0185894,-0.000863839,0.019311911373120223
0.68,0.00307624,0.0201635,5.15354e-05,0.01997050200208605
0.7,0.00318176,0.0212928,0.000485609,0.020665815595754384
0.72,0.00327013,0.0215704,0.000140202,0.021288759333066103
0.74,0.00328533,0.0219885,0.000429172,0.02141798684256537
0.76,0.00338799,0.0229677,0.000711874,0.022114387746124023
0.78,0.00348017,0.023,0.000171327,0.022687269548630592
0.8,0.00358585,0.0237922,0.000285164,0.023365597579387064
0.82,0.00367661,0.0236,-0.000510703,0.02396932720411652
0.84,0.00379342,0.0252605,0.000303688,0.024815448739985535
0.86,0.00389805,0.026,0.000377541,0.025481084891271807
0.88,0.00390132,0.0256221,-5.93585e-05,0.025539971529168454
0.9,0.00390132,0.0261879,0.000543035,0.025503494525069788
0.92,0.00390132,0.0267358,0.00106304,0.025531342560456936
0.94,0.00390132,0.0274,0.00172718,0.025531342560456936
0.96,0.00399915,0.0270189,0.000626273,0.026251246164655722
0.98,0.00400399,0.0259088,-0.000499223,0.026266549752092826
1.0,0.00400399,0.0259814,-0.000447854,0.0262877506167304
1.02,0.00400399,0.026,-0.000384156,0.026242799416391245
1.04,0.00410666,0.0263856,-0.000705717,0.0269499011288512
1.06,0.00420932,0.0273907,-0.000417476,0.0276667878236876
1.08,0.00431199,0.0273154,-0.00121594,0.02838986540609399
1.1,0.00450738,0.0272,-0.00264443,0.029703117520661702
1.12,0.00470233,0.0274,-0.00369743,0.030955972184037454
1.14,0.00482532,0.0275928,-0.004313,0.03176448909916911
1.16,0.00512833,0.0295805,-0.0043477,0.03378681367126882
1.18,0.00522493,0.0305569,-0.00413045,0.034546034001609716
1.2,0.00533865,0.031,-0.00441089,0.03526952806665832
1.22,0.00544132,0.0311634,-0.0049725,0.03599449191400831
1.24,0.00544132,0.0322764,-0.00375914,0.03589401614623932
1.26,0.00544132,0.0347228,-0.00138893,0.0359704214941435
1.28,0.00544132,0.03616,1.48633e-05,0.036003791848956065
1.3,0.00544132,0.0364,0.000199095,0.03605940910697701
1.32,0.00544132,0.0360324,-0.000225228,0.036116302826657454
1.34,0.00544132,0.0357828,-0.000436401,0.0360778266252069
1.36,0.00544132,0.0365753,0.000372888,0.03606105027196779
1.38,0.00535628,0.0368,0.00113689,0.035521633795374895
1.4,0.00524119,0.0364101,0.00142045,0.03484824645776033
1.42,0.0051521,0.0356731,0.00128001,0.03425175341568323
1.44,0.00503065,0.0350236,0.00140663,0.0334755533198208
1.46,0.00492799,0.035581,0.00271724,0.03272230851240371
1.48,0.00483326,0.0348309,0.0025724,0.03211712806353208
1.5,0.00482532,0.0340071,0.00177385,0.03209178546245423
1.52,0.00482532,0.0330597,0.000734605,0.032183635430016455
1.54,0.00472266,0.0320383,0.000410671,0.03148624666283616
1.56,0.00472266,0.0314078,-0.000232205,0.03149859150930582
1.58,0.00472266,0.0314,-0.000215388,0.031474060083628935
1.6,0.00472266,0.0306481,-0.000961552,0.03146820419491897
1.62,0.00464027,0.0302,-0.000935039,0.03099356516055679
1.64,0.00461999,0.0302,-0.000804179,0.030862753932973636
1.66,0.00452191,0.0298089,-0.000557381,0.03022500036549655
1.68,0.00451732,0.0301913,-7.4755e-05,0.030124538841939785
1.7,0.00451732,0.029211,-0.00110331,0.030172982281374983
1.72,0.00441466,0.0294,-0.000214757,0.029473400445441608
1.74,0.00441466,0.0301394,0.000475278,0.029522666240693784
1.76,0.00431199,0.030585,0.00160399,0.028839563665065855
1.78,0.004118,0.0309779,0.00327525,0.027561268508044256
1.8,0.00391011,0.031,0.00475694,0.02610166985454934
1.82,0.00371428,0.0306356,0.00572537,0.02476890351210287
1.84,0.00359756,0.0304082,0.00622345,0.024043365514040762
1.86,0.00359332,0.0296139,0.00544637,0.024026181148710128
1.88,0.00339725,0.0286541,0.00578402,0.022728638839073795
1.9,0.00329177,0.0270377,0.00495077,0.02194552157884685
1.92,0.00319727,0.0260285,0.00452855,0.021358484250491125
1.94,0.00309013,0.0250395,0.00426163,0.020636468313330616
1.96,0.00298352,0.0244121,0.00431372,0.019956917889446573
1.98,0.0026944,0.0238489,0.0057298,0.01797757263794197
2.0,0.00246399,0.0229951,0.00641396,0.016439692587191766
2.02,0.00238183,0.0220799,0.00608128,0.01585719211459056
2.04,0.00226589,0.0212422,0.00603185,0.015069011873933965
2.06,0.00225866,0.0198404,0.00465628,0.015042731903668921
