t_s,delta_road_rad,yaw_rate_meas_rads,yaw_rate_resid_rads,yaw_rate_pred_rads
35.88,-0.00287466,-0.0204427,0.00723987,-0.0229645555219777
35.9,-0.00287466,-0.0205451,0.00715687,-0.0229840154053398
35.92,-0.00287466,-0.0194,0.00829907,-0.022981028987596113
35.94,-0.00287466,-0.0196409,0.00803852,-0.022961472768177768
35.96,-0.00297733,-0.0202201,0.00843934,-0.023941484537208558
35.98,-0.00297733,-0.0206,0.00808884,-0.023970918684168147
36.0,-0.00287466,-0.020604,0.00709777,-0.022983822733227306
36.02,-0.00297733,-0.0208367,0.007838,-0.023956750382919802
36.04,-0.00297733,-0.0214844,0.00719085,-0.023957349043535928
36.06,-0.00297733,-0.0218379,0.00684301,-0.023962936542619783
36.08,-0.00297733,-0.0228892,0.00580306,-0.023974311094326198
36.1,-0.00297733,-0.0236071,0.00504528,-0.023934400386584384
36.12,-0.00297733,-0.02384,0.00480681,-0.023928912664269886
36.14,-0.00297733,-0.0239593,0.00471466,-0.023955952168764963
36.16,-0.00297733,-0.0235616,0.00512926,-0.023972914219555233
36.18,-0.00297733,-0.0232,0.00547833,-0.023960342346616564
36.2,-0.00297733,-0.023,0.00564996,-0.023932005744119873
36.22,-0.00297733,-0.0227617,0.00589985,-0.02394367962613436
36.24,-0.0029548,-0.0225561,0.00589373,-0.023731840335281425
36.26,-0.00288581,-0.0223566,0.00540768,-0.02304630089419125
36.28,-0.00297733,-0.0212027,0.00740274,-0.0238874055282184
36.3,-0.00297733,-0.019777,0.0088292,-0.02388820374237324
36.32,-0.00297733,-0.0183865,0.0102527,-0.023921229853029583
36.34,-0.00297733,-0.0178,0.0108245,-0.023906562667934474
36.36,-0.00297733,-0.0182671,0.0103544,-0.02390346958808448
36.38,-0.00297733,-0.0199662,0.00864065,-0.023888902179758722
36.4,-0.00297733,-0.021,0.00761815,-0.023900176954695783
36.42,-0.00307999,-0.0212401,0.00834711,-0.024869097084940558
36.44,-0.00307999,-0.0218909,0.00770012,-0.024872916119469866
36.46,-0.00307999,-0.0230818,0.00645806,-0.02482182363049668
36.48,-0.00307999,-0.0237672,0.00576848,-0.02481769494451905
36.5,-0.00307999,-0.0232,0.00635195,-0.024833900036981257
36.52,-0.00307999,-0.0241671,0.00539608,-0.024845150706270303
36.54,-0.00307999,-0.0252385,0.0043208,-0.02484122845459155
36.56,-0.00307999,-0.0254,0.00412261,-0.024804586366540073
36.58,-0.00307999,-0.0253587,0.00415408,-0.02479467752019376
36.6,-0.00307999,-0.025,0.00452239,-0.02480437993224119
36.62,-0.00307999,-0.0251074,0.00440441,-0.024793851782998227
36.64,-0.00307999,-0.0256,0.00387567,-0.02475762256354452
36.66,-0.00307999,-0.0256184,0.00384489,-0.024745236505611622
36.68,-0.00307999,-0.0260425,0.00343528,-0.024759790123682776
36.7,-0.00297733,-0.0261568,0.00236881,-0.023807584112734783
36.72,-0.00297733,-0.0247182,0.00376763,-0.023767872958531683
36.74,-0.00297733,-0.023462,0.00496748,-0.023711598860615725
36.76,-0.00297733,-0.0227768,0.00564727,-0.023706111138301227
36.78,-0.00287466,-0.0221033,0.00540655,-0.0227919213091813
36.8,-0.00287466,-0.0217918,0.00570079,-0.022774677155112905
36.82,-0.00287466,-0.0214496,0.00601486,-0.022746450690632244
36.84,-0.00287466,-0.0218405,0.00561228,-0.02273479402782624
36.86,-0.00287466,-0.0224145,0.0050635,-0.02276003407456321
36.88,-0.00287466,-0.0225591,0.00493913,-0.022780168310319045
36.9,-0.00287466,-0.0224182,0.00502067,-0.022720825299670278
36.92,-0.00287466,-0.0223589,0.00506268,-0.02270358114560189
36.94,-0.00287466,-0.021753,0.00567557,-0.02271051734165174
36.96,-0.00287466,-0.0211566,0.0062882,-0.022726798135157655
36.98,-0.00287466,-0.0205575,0.00687881,-0.022718320562207833
37.0,-0.00287466,-0.0206,0.00680489,-0.02268691500787098
37.02,-0.00287466,-0.021125,0.00627455,-0.022681616524777345
37.04,-0.00290109,-0.021903,0.00575117,-0.022936158537249066
37.06,-0.00297733,-0.0222,0.00619999,-0.023682064936886783
37.08,-0.00297733,-0.0225093,0.00587567,-0.023667098421483606
37.1,-0.00297733,-0.0236263,0.00477158,-0.02367986984796099
37.12,-0.00297733,-0.0233086,0.00502543,-0.023616112492343445
37.14,-0.00297733,-0.0221475,0.00620846,-0.023637963604832085
37.16,-0.00297733,-0.0222114,0.00614344,-0.023636866060369185
37.18,-0.00287466,-0.0222,0.00513341,-0.022615433654134973
37.2,-0.00287466,-0.0222091,0.00513446,-0.022625548940041013
37.22,-0.00297733,-0.0228928,0.00543332,-0.023608130350795082
37.24,-0.00297733,-0.0235089,0.00481534,-0.023606234592177346
37.26,-0.00297733,-0.024418,0.00382996,-0.023530005140390487
37.28,-0.00297733,-0.0251639,0.00309261,-0.023538585942554976
37.3,-0.00297733,-0.025,0.00329198,-0.023574006695675834
37.32,-0.00287466,-0.0255566,0.00175116,-0.022589808263173004
37.34,-0.00287466,-0.0263588,0.00092512,-0.022565916921223506
37.36,-0.00287466,-0.026,0.00127953,-0.022561581798692342
37.38,-0.00287466,-0.026,0.00128681,-0.022568807002910946
37.4,-0.00277199,-0.025991,0.000316013,-0.02158894431893522
37.42,-0.00277199,-0.0248523,0.0014352,-0.02156943629644901
37.44,-0.00266933,-0.0236805,0.00163816,-0.020600713272431875
37.46,-0.00256666,-0.0232,0.00114969,-0.01963169638140592
37.48,-0.00256666,-0.0231586,0.0012102,-0.019650791548002172
37.5,-0.00256666,-0.0229846,0.00136322,-0.01962989008186303
37.52,-0.00256666,-0.0217326,0.00258624,-0.01960081726064892
37.54,-0.00256666,-0.0187702,0.00557947,-0.01963169638140592
37.56,-0.00256666,-0.0169724,0.00738037,-0.019634792894908014
37.58,-0.00256666,-0.0164,0.00791314,-0.01959514031922841
37.6,-0.00256666,-0.0154984,0.00881032,-0.019590667577503166
37.62,-0.00266933,-0.0152794,0.00998308,-0.020544535550531835
37.64,-0.00266933,-0.0162466,0.00904635,-0.020574950240732495
37.66,-0.00277199,-0.0166544,0.00958697,-0.021523360205243466
37.68,-0.00277199,-0.0174487,0.00877368,-0.021504316659483113
37.7,-0.00287466,-0.0178089,0.00940659,-0.022497421985231178
37.72,-0.00287466,-0.0187688,0.0084632,-0.022513991786905833
37.74,-0.00289744,-0.0206887,0.00671427,-0.022685027715798244
37.76,-0.00297733,-0.0210214,0.0070892,-0.023392712305758654
37.78,-0.00297733,-0.0222891,0.00584604,-0.02341725739101987
37.8,-0.00297733,-0.0240204,0.0041218,-0.02342424176487469
37.82,-0.00297733,-0.0255495,0.00257954,-0.02341107123131989
37.84,-0.00297733,-0.026,0.00214744,-0.02342952993365048
37.86,-0.00307999,-0.0260232,0.00306115,-0.02436632635001454
37.88,-0.00307999,-0.0272789,0.00180505,-0.02436591348141677
37.9,-0.00307999,-0.0277807,0.0012702,-0.024332883993595726
37.92,-0.00307999,-0.0270973,0.00196763,-0.024346921525919673
37.94,-0.00307999,-0.0272769,0.001771,-0.024329890696261944
37.96,-0.00307999,-0.0277674,0.00126315,-0.024312446998006453
37.98,-0.00307999,-0.0274,0.00164106,-0.024323078364398853
38.0,-0.00307999,-0.0272,0.00186633,-0.0243482633488624
38.02,-0.00307999,-0.0272428,0.00180633,-0.02433102608490579
38.04,-0.00307999,-0.0275491,0.00142286,-0.024253922874273533
38.06,-0.00307999,-0.027391,0.00155622,-0.024229150758407744
38.08,-0.00307999,-0.0258488,0.00319233,-0.024323181581548295
38.1,-0.00307999,-0.024977,0.00403975,-0.024298719117130833
38.12,-0.00307999,-0.0245474,0.0044194,-0.024248762016801494
38.14,-0.00310113,-0.0243176,0.00484984,-0.02444945188429987
38.16,-0.00318266,-0.0240143,0.00593966,-0.02523601305023846
38.18,-0.00318266,-0.0243542,0.0056263,-0.025262570859078314
38.2,-0.00328533,-0.0233662,0.00754454,-0.026192843155407812
38.22,-0.0033117,-0.0232514,0.00790875,-0.026442063443411858
38.24,-0.00338799,-0.0238391,0.00800982,-0.027130935352133574
38.26,-0.00349066,-0.0240412,0.00878332,-0.028106507573128957
38.28,-0.00349066,-0.0246,0.00819518,-0.02807714566902092
38.3,-0.00349066,-0.0246,0.00818422,-0.028066266557140243
38.32,-0.00349066,-0.0246476,0.00818768,-0.02811726970531199
38.34,-0.00349066,-0.0255518,0.00725497,-0.028088843638785076
38.36,-0.00349066,-0.0266,0.00617593,-0.02805796099860769
38.38,-0.00349066,-0.0268395,0.00590273,-0.0280242708456869
38.4,-0.00359332,-0.0274189,0.00629702,-0.028997823126518475
38.42,-0.00359332,-0.0280775,0.0056644,-0.02902383386581419
38.44,-0.00359332,-0.0288,0.0048817,-0.028963623821148178
38.46,-0.00359332,-0.029181,0.00448108,-0.028943995346587065
38.48,-0.00359332,-0.0288,0.00489413,-0.028976147510438713
38.5,-0.00359332,-0.0290661,0.00465099,-0.028999027327411796
38.52,-0.00359332,-0.0298,0.00388045,-0.028962419620254858
38.54,-0.00359332,-0.0292461,0.00440845,-0.028936529301048473
38.56,-0.00359332,-0.0284,0.00525822,-0.028940141903728442
38.58,-0.00359332,-0.0288389,0.00484997,-0.0289708490265081
38.6,-0.00359332,-0.0288,0.00486497,-0.02894688542873103
38.62,-0.00361801,-0.0287519,0.00509328,-0.029127156429455542
38.64,-0.00369599,-0.0281629,0.00644215,-0.0298871069650948
38.66,-0.00369599,-0.0279773,0.00666171,-0.029920920968596054
38.68,-0.00369599,-0.0274,0.00720104,-0.029883019558078164
38.7,-0.00379866,-0.0273726,0.00810006,-0.03075470880537612
38.72,-0.00379866,-0.0265029,0.00901672,-0.03080168307756638
38.74,-0.00381922,-0.0262401,0.00951327,-0.031035401835108875
38.76,-0.00390132,-0.027036,0.00946182,-0.031779796483630635
38.78,-0.00390132,-0.0280423,0.00841658,-0.031740835382478655
38.8,-0.00400399,-0.0286565,0.00876518,-0.03270367742320639
38.82,-0.00400399,-0.029715,0.00776244,-0.032759497421239486
38.84,-0.00400399,-0.0305806,0.00688091,-0.03274352968141751
38.86,-0.00400399,-0.0318,0.00556243,-0.032644368675296215
38.88,-0.00400399,-0.0316948,0.00566964,-0.03264651559829749
38.9,-0.00400399,-0.0324,0.00498107,-0.03266302006886977
38.92,-0.00400399,-0.031519,0.00585848,-0.03265939713630513
38.94,-0.00400399,-0.0305077,0.00684239,-0.0326320238680389
38.96,-0.00400399,-0.0302,0.00717302,-0.032654969107615
38.98,-0.00400399,-0.0302,0.00721989,-0.032701933048267844
39.0,-0.00400399,-0.0304141,0.00697947,-0.03267563324150225
39.02,-0.00400399,-0.0310478,0.0062836,-0.03261337247446534
39.04,-0.00410666,-0.0314345,0.00690404,-0.03362058844150354
39.06,-0.00410666,-0.0316335,0.00672747,-0.033643021060237165
39.08,-0.00410666,-0.0317614,0.0065292,-0.033572557865196584
39.1,-0.00410666,-0.0313809,0.00684594,-0.03350883821811886
39.12,-0.00410666,-0.0315145,0.00675094,-0.033547510401334496
39.14,-0.00410666,-0.0320714,0.00623178,-0.033585219220555435
39.16,-0.00420932,-0.0322832,0.00695538,-0.03452046205113903
39.18,-0.00420932,-0.03176,0.0074321,-0.0344740520491534
39.2,-0.00420932,-0.0318329,0.00739783,-0.03451270354016879
39.22,-0.00420932,-0.0326449,0.00656784,-0.03449478843301932
39.24,-0.00420932,-0.033,0.00620768,-0.034489710134929706
39.26,-0.00420932,-0.0328,0.00632956,-0.03441156076988399
39.28,-0.00420932,-0.0330835,0.00610132,-0.03446671672969062
39.3,-0.00431199,-0.0338154,0.00636823,-0.035465694053914094
39.32,-0.00431199,-0.0337508,0.00640513,-0.03543794917418318
39.34,-0.00441466,-0.0336,0.00742453,-0.036306504998832576
39.36,-0.00441466,-0.0333487,0.00770126,-0.03633195159577965
39.38,-0.00441466,-0.0327293,0.00830973,-0.03632100364127916
39.4,-0.00441466,-0.0320145,0.00903032,-0.036326773509191584
39.42,-0.00439176,-0.0324446,0.00834324,-0.03606985458621322
39.44,-0.00431199,-0.0326,0.0074733,-0.03535529255331817
39.46,-0.00431199,-0.0328429,0.00724466,-0.035369598506929424
39.48,-0.00431199,-0.0329671,0.00711403,-0.03536309580074248
39.5,-0.00431199,-0.0325953,0.0074487,-0.03532610262776795
39.52,-0.00431199,-0.0324,0.0076611,-0.03534315416843589
39.54,-0.00431199,-0.0323598,0.00770704,-0.03534878984713124
39.56,-0.00431199,-0.0323152,0.00770682,-0.0353041379313143
39.58,-0.00431199,-0.0321627,0.00781842,-0.03526309863004566
39.6,-0.00441466,-0.0318,0.00919764,-0.036279726893905725
39.62,-0.00441466,-0.0319318,0.00907491,-0.036288751559102064
39.64,-0.00441466,-0.033536,0.00744249,-0.036260494000864334
39.66,-0.00441466,-0.0342,0.00673987,-0.03622188026945046
39.68,-0.00441466,-0.0346691,0.0063063,-0.03625738714891149
39.7,-0.00441466,-0.0356056,0.00540209,-0.03628963923108859
39.72,-0.00441466,-0.0358,0.00512805,-0.03621004464296346
39.74,-0.00441466,-0.0354322,0.00540054,-0.03611476784974303
39.76,-0.00441466,-0.0342833,0.00661129,-0.03617660899813765
39.78,-0.00431199,-0.0342,0.00577318,-0.035255150878039404
39.8,-0.00431199,-0.034392,0.00555406,-0.035227984016636224
39.82,-0.00431199,-0.0342,0.00571846,-0.03520052814606917
39.84,-0.00431199,-0.0342,0.00576829,-0.035250237722253726
39.86,-0.00431199,-0.0339422,0.00602966,-0.03525385033680202
39.88,-0.00431199,-0.0336788,0.00623236,-0.03519315841239065
39.9,-0.00431199,-0.0335383,0.00628733,-0.035107611699887006
39.92,-0.00431199,-0.0324583,0.00743315,-0.035173361284665985
39.94,-0.00431199,-0.0317593,0.00816623,-0.0352074643660019
39.96,-0.00431199,-0.0315154,0.00839114,-0.03518853426576883
39.98,-0.00431199,-0.0322341,0.00763462,-0.035150674065302694
40.0,-0.00431199,-0.0320192,0.00786913,-0.03517032668844543
40.02,-0.00431199,-0.03269,0.0072208,-0.035192724898644855
40.04,-0.00431199,-0.0329524,0.00688788,-0.03512220666266212
40.06,-0.00431199,-0.0324,0.0074032,-0.03508521348968757
40.08,-0.00431199,-0.0324,0.00749685,-0.0351788524587794
40.1,-0.00431199,-0.0324,0.00751136,-0.035193302916972584
40.12,-0.00431199,-0.0323558,0.00754849,-0.03518622219245792
40.14,-0.00431199,-0.032,0.00785609,-0.035138102166674616
40.16,-0.00431199,-0.0314,0.00849415,-0.03517610687172269
40.18,-0.00431199,-0.0314329,0.00849593,-0.03521078797138633
40.2,-0.00441466,-0.0324058,0.00843838,-0.03612615964023677
40.22,-0.00441466,-0.0328,0.00796932,-0.03605129930270644
40.24,-0.0044344,-0.0328,0.00814442,-0.036226467053963415
40.26,-0.00451732,-0.0328,0.00900226,-0.0370843024607709
40.28,-0.00453474,-0.0330451,0.00890005,-0.03722711724820444
40.3,-0.00461999,-0.0336257,0.00902107,-0.0379288100328777
40.32,-0.00461999,-0.0342366,0.00843543,-0.037954046752980995
40.34,-0.00461999,-0.0356952,0.00701,-0.03798717962477305
40.36,-0.00461999,-0.0368166,0.00586964,-0.03796829079132151
40.38,-0.00459803,-0.0369144,0.00550149,-0.03769789736673309
40.4,-0.00451732,-0.036863,0.00490222,-0.03704721295245332
