yaw_rate_pred_rads,yaw_rate_meas_rads,delta_road_rad,yaw_rate_resid_rads
0.00453748,0.0206081,0.00205333,0.0160706
0.00454301,0.0200593,0.00205333,0.0155163
0.0045529,0.0194044,0.00205333,0.0148515
0.00457023,0.0181948,0.00205333,0.0136245
0.00457382,0.0168674,0.00205333,0.0122935
0.00460979,0.0166,0.00205333,0.0119902
0.00459083,0.0166,0.00205333,0.0120092
0.00460828,0.0164035,0.00205333,0.0117952
0.00438178,0.0153944,0.00195066,0.0110126
0.00439876,0.015,0.00195066,0.0106012
0.00405869,0.0152179,0.00179709,0.0111592
0.00376063,0.0159695,0.00165834,0.0122088
0.00327015,0.0163835,0.00143977,0.0131134
0.00256732,0.0164028,0.00113075,0.0138355
0.00237336,0.0154813,0.00104057,0.0131079
0.00234806,0.0157834,0.00102666,0.0134354
0.00235281,0.0160123,0.00102666,0.0136595
0.00235577,0.0150161,0.00102666,0.0126604
0.00236431,0.014211,0.00102666,0.0118466
0.00236532,0.0134579,0.00102666,0.0110926
0.00237101,0.0124079,0.00102666,0.0100369
0.0023721,0.0133948,0.00102666,0.0110227
0.00238258,0.0134005,0.00102666,0.011018
0.00238938,0.013,0.00102666,0.0106106
0.00239565,0.0135445,0.00102666,0.0111488
0.00240075,0.0143998,0.00102666,0.011999
0.00240921,0.0147936,0.00102666,0.0123843
0.00241504,0.0151969,0.00102666,0.0127818
0.00242083,0.0166031,0.00102666,0.0141823
0.00242262,0.0168,0.00102666,0.0143774
0.00242748,0.0164027,0.00102666,0.0139753
0.00243222,0.0161944,0.00102666,0.0137622
0.00243796,0.0160086,0.00102666,0.0135706
0.00244662,0.0147876,0.00102666,0.012341
0.00244662,0.0138208,0.00102666,0.0113742
0.00245141,0.0142014,0.00102666,0.01175
0.00245805,0.0149975,0.00102666,0.0125394
0.00222594,0.015,0.00092432,0.0127741
0.00222096,0.015006,0.000923998,0.012785
0.00200054,0.0155643,0.000830486,0.0135638
0.00198569,0.016,0.000821331,0.0140143
0.00199397,0.0156027,0.000821331,0.0136087
0.00199707,0.014799,0.000821331,0.0128019
0.0020017,0.0143926,0.000821331,0.0123909
0.00178732,0.0140267,0.000732348,0.0122393
0.0017561,0.0143955,0.000718665,0.0126394
0.00175742,0.0146,0.000718665,0.0128426
0.00175942,0.0140175,0.000718665,0.0122581
0.00176475,0.0136,0.000718665,0.0118353
