path,n,duration_s,v_mean,rmse_pred,rmse_null,rmse_imu
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000000--fc9bdde8cc/22/sim.csv,2898,57.94,0.1807274813612836,0.21817306726921432,0.5445068217532273,0.5426198381098596
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000016--9b2fa37cb2/2/sim.csv,2899,57.96,29.153390893411522,6.354511297898744,1.4773456033795094,4.739451238914287
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/0000003c--70d3249421/21/sim.csv,2899,57.96,29.0391668851328,2.068195721484465,2.2232217441799214,5.259677441148243
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/0000001c--0ea4bc4192/36/sim.csv,2901,58.0,12.98305840177663,9.366675101258092,7.333743292506471,4.624258938132123
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/97/sim.csv,2900,57.98,25.55475972413793,1.9437564638551956,2.1574354894323204,1.7553453603041858
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/000000b3--44772da1a1/10/sim.csv,2899,57.96,16.834349330803725,8.94310329656154,4.8393155339879455,1.2593043861877282
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/00000042--3ae3c34d16/14/sim.csv,2899,57.96,24.031563884097967,3.2322140899005447,0.9208850193341621,10.793497366595071
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/0000003d--3344caec4c/10/sim.csv,2899,57.96,6.661360344187651,4.016043720678573,9.294188859738503,0.8860776588531183
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000043--3cb5a94433/4/sim.csv,2899,57.96,14.466806599517074,9.55661726612662,7.664639248986411,8.646005902248714
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/000000a0--30ae230164/19/sim.csv,2899,57.96,28.637772231804068,8.966354987949613,0.05279666397417879,4.435109236399668
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/7f43d35a57b60ac3/00000000--d3cee1e346/4/sim.csv,2899,57.96,15.84570505736461,11.864106415392946,17.77435038703583,8.361210496257716
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000001--36030103a7/14/sim.csv,2899,57.96,31.590488444291136,1.2894131971771008,1.0672107287723258,5.755562107424101
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/00000075--5c721be92e/24/sim.csv,2899,57.96,19.762618561572957,5.576969433118894,6.910053132246298,3.456318237201849
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000016--fc495601a5/19/sim.csv,2899,57.96,17.273204939634354,14.347985357610996,6.290669027216064,2.9084844767432103
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/00000053--70e7e19fe9/6/sim.csv,2899,57.96,9.136479169782683,7.5064076086643166,4.840499997703884,4.102670261959752
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000015--8c89a7e410/76/sim.csv,2899,57.96,22.365836322869953,19.5840574522707,7.996106246805813,11.682256187880808
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/126/sim.csv,2899,57.96,6.893853347844084,4.062512558306903,8.357046280707676,0.5983576620896673
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/241/sim.csv,2900,57.98,8.625765931034483,7.0716829905263925,2.0423972624884743,1.9993770878622952
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000007--a8d39ae337/10/sim.csv,2898,57.94,24.16307311939268,1.738475135085329,2.7680198331773838,3.296234303995077
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/000000a0--30ae230164/14/sim.csv,2900,57.98,28.652739413793103,8.83897527943325,0.09145446850944315,2.150819222579248
