variant,overall,straight,steady,transient
V0_baseline,0.020373335385242997,0.008988866935300347,0.03628846568943129,0.05160751403594155
V1_platform_bias,0.02006348843621225,0.00799059429382418,0.03634413815190458,0.05160910423317477
V2_segment_bias,0.019376874991572462,0.0070601010083692455,0.03516248777158878,0.051280366199563075
V3_steering_gain,0.01697850180824107,0.007861203868924953,0.02906455541010005,0.04484729213620044
V4_delta_affine_bias,0.016537104997674506,0.006547144043329791,0.028828849087200945,0.045399097683811035
