variant,overall,straight,steady,transient
V0_baseline,0.016133272685598846,0.008781048609775495,0.03146899635898804,0.05743466671025943
V1_platform_bias,0.01614026907116243,0.00874497778815765,0.03154763258883376,0.05750417209837749
V2_segment_bias,0.014623551398494342,0.005070445064222533,0.03111163194899011,0.05756260276318521
V3_steering_gain,0.015934883201122112,0.00998539476850823,0.030238766785685628,0.05084742494178004
V4_delta_affine_bias,0.015794261799198774,0.009585873632824241,0.03011248902992012,0.052137731953751765
