platform,regime,n,rmse_yaw_degs,rmse_ay_mps2,mean_yaw_resid_degs,mean_ay_resid_mps2
FORD_MUSTANG_MACH_E_MK1,v<5,109,0.7360627188373565,0.041007770116601235,0.7339384412183964,-0.028167602525100498
FORD_MUSTANG_MACH_E_MK1,5<=v<15,2789,0.7016532469883824,0.05230958793329171,0.69868582261813,-0.030747617323190514
FORD_MUSTANG_MACH_E_MK1,|ay|<1,2898,0.702977945080138,0.05192903929648631,0.7000117492666562,-0.030650577429128467
FORD_F_150_LIGHTNING_MK1,v>=15,2898,1.368765738127612,0.5851250888523385,-1.1550031166391974,-0.3741965451629451
FORD_F_150_LIGHTNING_MK1,|ay|<1,2854,1.3639125184922918,0.5733591848948508,-1.1980880235523677,-0.39692678271912407
FORD_F_150_LIGHTNING_MK1,|ay|>=1,44,1.6534085572741941,1.1074757807708242,1.6396406181377945,1.100169318140126
