n,rmse_yaw,mae_yaw,bias_yaw,rmse_ay,bias_ay,std_yaw_meas,mean_v,plat,seg
2900,0.007439590488239788,0.006864720913746553,0.00634130057098793,0.22487303646157975,0.18939205816005864,0.006293947905464609,27.092806206896554,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000000d--18f34de554/22/sim.csv
2899,0.00754003494940684,0.004588364057980338,-0.0022672327211648844,0.31303890580088345,-0.0330775091652639,0.045015109093850474,20.57080527768196,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000000f--33b395bd39/10/sim.csv
2899,0.033222669924509854,0.011632647532626769,0.000792821265313901,0.3951302344471644,-0.04805951790979648,0.13923474586931922,14.944720020696792,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000011--8d0ad83de4/18/sim.csv
2899,0.0065321742818400565,0.004472913020023112,0.004155929707018627,0.09985509451444648,0.018717055080565703,0.061904601999363255,16.276381717833733,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000013--a354713451/20/sim.csv
2899,0.003466800839604361,0.00263324238845257,-0.00228378482580821,0.20641632851101577,0.19344044596550533,0.003249854481629549,24.729776647119696,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000014--3f1a9222a5/16/sim.csv
2900,0.006973977942909131,0.006153396025431034,0.006024756810948275,0.3792373461457769,-0.24760208172444828,0.025439891902879447,21.764576896551723,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000014--3f1a9222a5/23/sim.csv
2723,0.007202439232827922,0.006282597395336026,-0.005888014953911126,0.2938364934432464,-0.04970267192431142,0.028598543636830565,18.552291648916636,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000014--66f4462be9/15/sim.csv
2899,0.018117251400788726,0.017539796693646397,0.017446612299027563,0.5319204718386795,0.5186980044751639,0.007258523933824687,29.153390893411522,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000016--9b2fa37cb2/2/sim.csv
2900,0.004793555941330433,0.003811149467952379,0.0032276483876516895,0.20073757254156835,0.1720508030858621,0.004131753768618933,26.35404772413793,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000019--439cbd3290/12/sim.csv
1219,0.005573583712679579,0.004181274126579164,0.003849516845200985,0.2914890995391986,0.18382211018867925,0.012687578413361081,17.986561222313373,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000001b--c3b28f4c85/13/sim.csv
2899,0.008191934422183713,0.00763760786829355,-0.007630427243553984,0.2811533838650695,-0.2657075538730942,0.004108846545990867,26.52943004484305,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000002c--1888592467/8/sim.csv
2899,0.0026722453486196954,0.002157307608517765,0.0008068989798023456,0.08014253745882143,0.014979183750534664,0.0030092466239418554,26.305963884097967,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000050--1b42d66798/3/sim.csv
2900,0.01488211596550815,0.012381558843751726,0.011875394622372415,0.270233526241746,0.10279958098172415,0.08712386817816625,19.80359945862069,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000052--6dc60bf161/14/sim.csv
2899,0.024213036224507465,0.01934245394869265,0.008308778584774058,0.8418893112625322,0.2502427137782684,0.05267355741862865,26.662528699551565,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000052--6dc60bf161/6/sim.csv
2587,0.010158786797184332,0.009638137021507537,0.009500230042149208,0.27280061183445925,0.24616695721325862,0.004227569260845641,19.36508201005025,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000052--6dc60bf161/8/sim.csv
2462,0.021764432860918538,0.013689135976147444,0.0004707394453107251,0.3919744014970248,0.1647588828235337,0.18037911891556976,10.876343285946385,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000054--14acc00cd1/5/sim.csv
2899,0.005423859791487431,0.004729890072283546,0.0041239844308899615,0.1249277390519281,0.09484664005532945,0.008788536789467978,19.61027854432563,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000005a--449dc75417/5/sim.csv
2450,0.014504538430858294,0.00895844897812653,-0.003826217528926531,0.24339214110297192,-0.10652282630959184,0.12955697329003796,9.647983840816325,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000005d--d52eaabd01/18/sim.csv
2898,0.005554788499969974,0.0048943762604358185,-0.0047179979041142165,0.4157219641539638,0.02153566337129051,0.02051820262616414,26.077043029675636,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000062--d526d4cb68/16/sim.csv
2899,0.004880756219801997,0.003901498265091687,0.0011491473194621593,0.45250021506376,0.2596301799687134,0.014688844094251164,28.71409799931011,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000062--d526d4cb68/17/sim.csv
2900,0.007082023091654617,0.005842018948834483,-0.0012924753726413797,0.3155184106418719,0.07117002132620691,0.028968809390869977,22.81139303448276,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000063--8a6e55417a/13/sim.csv
2751,0.013376596113804182,0.007073508178721557,0.00039307920568629613,0.24166988374714815,0.08323269886315524,0.13028397216877086,10.680189480189023,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000065--dcfbcf5bc3/13/sim.csv
2900,0.008551087362463699,0.006566023436291034,-0.0005671253480331033,0.2570622779083567,-0.07678154357934483,0.01009349393702208,30.18228696551724,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000065--dcfbcf5bc3/8/sim.csv
2100,0.02225522183902021,0.011727864693142857,-0.0034475937566666665,0.22895272133445388,-0.025397087046190477,0.11505876555864417,7.050076695238096,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000006d--f8fe7a9b9a/0/sim.csv
2899,0.008862968133092335,0.007414561050648844,-0.006940447745695412,0.16147332593095384,-0.08191015423991031,0.005864198977710041,28.78263390824422,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000071--8e1585394a/7/sim.csv
1971,0.011048750662835487,0.006934337342396753,-0.006196613060844241,0.28369019145857893,-0.16952249914636736,0.08792748890921939,10.68825431253171,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000072--65a4345461/1/sim.csv
2899,0.012278652157852158,0.010132670965038634,0.00042874102288823797,0.7281405419748015,0.35107746792583655,0.05459610467440129,24.07204867195585,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000007f--c00f75ee4b/10/sim.csv
2899,0.008014468284142444,0.0062654927044142805,-0.0009232623881259055,0.3167996173604957,-0.009985538107278369,0.015581307132866295,29.150217661262506,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000007f--c00f75ee4b/14/sim.csv
2899,0.014278332587296378,0.006868873215219041,-0.004900612682621593,0.19252203291803405,0.04073734837682994,0.12641048993092963,15.081341566057262,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000080--129cd7e602/13/sim.csv
1376,0.018883751263497554,0.009616159891376453,0.008354140587765988,0.22149981100048913,0.0120492108403343,0.10669420290735185,12.868245719476743,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000080--129cd7e602/5/sim.csv
2900,0.009961735709148874,0.008677296884944482,-0.007829284140116896,0.27499179224190173,-0.19970781082186206,0.007304323606607378,28.807810206896555,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000082--086cca9558/9/sim.csv
2898,0.009183098965457792,0.008362546703766389,0.008344255313152173,0.24263615746075412,0.199476625592098,0.005043569455489863,26.46075710835059,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000008f--9c36192793/9/sim.csv
2860,0.010780341458464049,0.006620981057402098,0.004789558338730769,0.19308457403150975,0.04514243901503497,0.08043443545143142,13.8471481993007,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/00000091--012db46bb3/6/sim.csv
2899,0.014073770907934031,0.011094224444574403,0.01033817504823084,0.3702921426881205,-0.12006390061676442,0.09201162515529995,22.09269205243187,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/000000ac--f432700e98/16/sim.csv
2899,0.012181479758592503,0.009105783047844084,0.008877598089789582,0.17028276097225445,-0.06756316094984478,0.08285820511411224,16.834349330803725,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/000000b3--44772da1a1/10/sim.csv
2290,0.019372151693604418,0.015480766895030569,-0.014749794452235806,0.3318712346239436,-0.21294789061240174,0.1319617113574201,13.787087956331877,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/000000b5--12feb802c6/2/sim.csv
2774,0.01273531027342453,0.008255100677901946,-0.0020230660327685652,0.28766819526192206,0.12665340545702955,0.09364949729825264,16.21913519105984,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/5d98ac2b8a5a5be7/00000000--67ebdc04c5/2/sim.csv
2665,0.05352178142434124,0.027614557710469046,-0.021387742472870543,0.22575437124192652,-0.003373206194645401,0.2390119875189324,8.297222206378986,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/5d98ac2b8a5a5be7/00000002--d3d578ad38/0/sim.csv
1866,0.008977852937762557,0.008399727242431083,0.008379113151327116,0.1343093577670898,0.024484684779153273,0.006288007348178089,10.586365278670955,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/126/sim.csv
2018,0.00808668624725419,0.007728344476119921,0.007698492612888999,0.11677589849194676,0.08017442376808721,0.010845334002588053,13.090523820614468,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/127/sim.csv
2899,0.018176114992587082,0.014168348672562952,0.005556129520441531,0.335922880395592,-0.08126396747775097,0.16125619189830748,13.449275805450155,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/132/sim.csv
2899,0.014817681515869562,0.014434043650238013,0.014434043650238013,0.2675611962833898,0.23686026116019318,0.004976553958274802,23.478234460158678,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/134/sim.csv
2900,0.015369413982623438,0.014981158074733446,0.014981158074733446,0.25219900349156205,0.2254829600289517,0.0056225058340579415,24.129148379310344,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/135/sim.csv
2886,0.017456840130085655,0.013373737655201315,0.0056776081985138605,0.21118081596160035,-0.004857743866725571,0.10515117652335512,9.794300841995843,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/138/sim.csv
2757,0.021137243346362217,0.015268487714929271,0.008509673757729416,0.24877760683468006,-0.07034803819510337,0.14022457574632813,7.794289249183895,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/141/sim.csv
2899,0.01450926482620635,0.012359418128213177,0.0070806055307657805,0.16861046358483484,0.024790445586064167,0.09103616777961648,10.173662914798205,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/147/sim.csv
2899,0.0059884642448958724,0.00536877566187306,0.005160335817167989,0.10609353821400415,0.025092542273818557,0.004386842630383275,25.21820113832356,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/103/sim.csv
2900,0.004951265737809219,0.004391784241206897,0.004207272833,0.14643735734357657,0.07391947471813792,0.004520119729575868,9.554187768965518,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/113/sim.csv
2816,0.0064416163394009724,0.005417343172746448,0.004622581268077414,0.2106316765185414,0.045689720459488645,0.037442778170263584,8.631921835937499,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/115/sim.csv
2899,0.005243912184477266,0.004368698051179027,0.004087335646798205,0.19223195276165161,0.10670588037947566,0.006764831971270219,14.713346850638152,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/58/sim.csv
2899,0.004809896213494014,0.004174250973049328,0.003992655219782684,0.3218078683323577,0.22299338976950672,0.01148309332219778,18.421722559503277,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/64/sim.csv
2899,0.006070331918907441,0.005243701677233529,-0.0005295253596757504,0.3288204604843147,-0.24749103008364953,0.015241263840100987,27.269241704035878,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/67/sim.csv
2248,0.0053058440301827344,0.00501895202380783,0.004980278454056939,0.06909772352284502,0.009377628806717083,0.003710583637051768,13.06634146797153,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/74/sim.csv
2899,0.004737380810726642,0.004237060493289755,0.004137721112813728,0.0909552334198363,0.04305519600155226,0.0038205484935541502,25.321624767161087,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/79/sim.csv
2899,0.00445778152253137,0.003854177028609865,0.0019849940387650913,0.15086782887273012,0.07194986359299758,0.0044379236055700115,25.687069886167645,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/80/sim.csv
2900,0.006384420521890274,0.005994072595568965,0.005973247056948275,0.09863307554511207,0.05494651104881723,0.004034463635542836,24.172442137931036,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/86/sim.csv
2475,0.00585904524496913,0.005197616822171313,0.005120160829444041,0.16807386981721698,0.0611357498302509,0.0046214541703554785,20.72080282020202,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/90/sim.csv
2899,0.0074718603125058115,0.006938440234025525,0.006900716240924456,0.11479022288323434,0.056844163800965845,0.005170639671221274,24.39053804760262,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/95/sim.csv
2900,0.0036248091091352786,0.002773837951958621,0.0015426937124413793,0.2079932654003782,0.10692956116965516,0.008837456194670409,25.55475972413793,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/97/sim.csv
2899,0.005695706427137029,0.00480701934826216,0.001664322521770266,0.23097063695076928,-0.08773191010117283,0.012249627781435696,26.23842062780269,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000003--4a20fc81fe/98/sim.csv
2898,0.003063024736388032,0.002181125193373706,0.0013984613746228433,0.12115642519703484,-0.027739801955728085,0.00554054749282034,14.63180193236715,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/225/sim.csv
2899,0.0019065701081145076,0.001409401143853053,0.0003041128325664022,0.06777619837858605,-0.010480644684270438,0.009858137256712862,15.392396447050707,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/226/sim.csv
2900,0.0035183384754186803,0.0027894178076213793,-0.00029767724840620683,0.1844306539234969,0.09596271641779311,0.007712944772727386,14.4096536,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/227/sim.csv
2899,0.0027887707728529265,0.0022817405027226287,0.0005275243405977579,0.1816752379621232,-0.06797409898928974,0.017554144545976046,17.46471618489134,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/230/sim.csv
987,0.003949221540303777,0.0034013498649442756,0.0012275153687335359,0.11157602809037828,-0.048093130167568394,0.0033894100713583015,13.892729696048631,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/234/sim.csv
2839,0.004471190592389482,0.004165110812194434,0.004160743981472349,0.10532738467623859,-0.02817363568784784,0.0028118354721063626,8.775422176822826,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/241/sim.csv
2541,0.013193687088753321,0.007181938754451004,0.0061152007297520655,0.2333981493957064,0.029533683527705627,0.0792198335525937,8.525314332939788,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/244/sim.csv
2897,0.008505332105983128,0.0067341232527566445,-0.00015158085977355875,0.15097706685851806,0.037820789344870556,0.06737117688691492,8.396779254401105,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/248/sim.csv
2215,0.014518543543494834,0.0102574924351693,-0.0023608699862302483,0.14277460881468143,-0.021309101937471785,0.11172637890858027,10.160287891647856,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/0/sim.csv
1340,0.010019815746270835,0.009341155348141792,0.009321904154111941,0.15622492929483048,-0.11371674776261195,0.054682947108661534,11.74801639552239,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/10/sim.csv
2838,0.007312718493356745,0.006770908634649754,0.006679371496665257,0.18290405428981935,0.07490467336486963,0.020897278905892297,12.769188259337561,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/11/sim.csv
2757,0.011711433757796055,0.009894508265484223,0.005850989759862169,0.27830859722170104,-0.18317373668697862,0.07912367116690301,10.52339690605731,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/12/sim.csv
2840,0.007718154189459118,0.006955354362507043,0.006867160700535212,0.15249090438892265,-0.0559669908803169,0.047733294676433925,11.262820697183098,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/9/sim.csv
2860,0.01686132942847132,0.011155891201730769,0.0036867545356468537,0.30524463579455857,-0.0844670429922028,0.13850799516692017,14.448198993006992,FORD_MUSTANG_MACH_E_MK1,/Users/javiquix/Desktop/quixdev/webinar-AI/raw-model/idea-01/agent-09/data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000009--2bceb787bf/1/sim.csv
