platform,csv,bias_rad,n_total,n_used,rmse_yaw_baseline,rmse_ay_baseline,rmse_yaw_v1_bias,rmse_ay_v1_bias,rmse_yaw_v2_understeer,rmse_ay_v2_understeer,rmse_yaw_v3_lag,rmse_ay_v3_lag,rmse_yaw_v4_per_platform_kus,rmse_ay_v4_per_platform_kus
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000003--d982c4861b/6/sim.csv,-0.0043375,2898,2837,0.0114960197539011,0.1555155586109687,0.013756546772882171,0.18476952514521103,0.012332983549646683,0.18593230254910428,0.01141021924656007,0.19410456886199381,0.009408532893453413,0.19874884567940995
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/0/sim.csv,-0.0022202100000000002,2965,2847,0.01320012070282644,0.3613607658965742,0.015199817157438922,0.3830142421638533,0.01216753134159969,0.36756386806095953,0.011661299888564252,0.3727449316690283,0.007965706311307712,0.36806753786316115
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/1/sim.csv,-0.0019622,2899,2159,0.01507304896988817,0.16950801552813197,0.017964309309699663,0.17408339965699948,0.012916292046923591,0.13984782453761546,0.013250800172016314,0.14906375662657748,0.006395509185748368,0.14759257756912705
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/2/sim.csv,0.000198336,2899,2899,0.01416151743643276,0.276491042728383,0.013880488025381908,0.27266947348169684,0.009270119751639046,0.20082942891056177,0.00888040012712347,0.19360848505656947,0.0044452631923784,0.17287780847779988
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/3/sim.csv,0.000206548,2899,2899,0.0138892844494963,0.5358413938408924,0.01456251721054097,0.5356799190307779,0.008484315836299,0.37957716909889316,0.0078908640142687,0.3696929121232906,0.008739942099766876,0.21230006651181438
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/4/sim.csv,-0.00123929,2900,2900,0.012423865547703925,0.34533361611298624,0.007752539507991106,0.24565574167716772,0.004007402789359351,0.14876377764941962,0.003629794087795099,0.13764347372287905,0.004390503760284807,0.11589570632569206
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--725cea7f03/7/sim.csv,-0.00103274,2900,2900,0.013005177473199021,0.27937091557865257,0.012305204079734464,0.24187416693261263,0.009306306964847605,0.2219047979190727,0.00869185565598589,0.22524390940878591,0.00675014578259597,0.25318666674907897
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/13/sim.csv,-0.000309822,2899,2899,0.006552379471027134,0.1852468383324571,0.007139423331469529,0.19527679508080148,0.0044793003803959685,0.12755304594250147,0.0042850535378747435,0.12063487856459419,0.0034397826734170957,0.09079793446300373
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/15/sim.csv,0.000102316,2899,2899,0.004072117619909583,0.099848045121918,0.003785722893471765,0.09803071470570839,0.002915897508792222,0.08036854406661596,0.0028012089136485296,0.07692568012776617,0.002372973269898847,0.07109440853502631
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/18/sim.csv,-0.000206548,2899,2899,0.003987485965854865,0.11241496460524479,0.004532747360092207,0.11141005250149677,0.003513335243758192,0.0856916918335478,0.0034379255297738386,0.08324946758303302,0.003131032115760583,0.07704565949894622
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/20/sim.csv,0.000103654,2900,2900,0.0039942791720300585,0.2628455733270546,0.0041692274068224015,0.25343235250002544,0.0031200093733341093,0.25891987929870874,0.0029734715388903673,0.25847847288111825,0.002026643830926585,0.2697614641908202
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/22/sim.csv,0.0006213055,2900,2900,0.010753716942938916,0.31006479560814315,0.008687232591752712,0.24014323819187222,0.004849909892695224,0.16805125078082211,0.004646639662308123,0.1601246961704644,0.0025775572535068937,0.16005057511256582
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/26/sim.csv,1.40345e-07,2899,2899,0.00518758384759009,0.1331913588368751,0.005187195688007043,0.13319581312542605,0.0034907775455027133,0.08721608824485719,0.0033759870078732004,0.08237253592627708,0.002672533599485044,0.06373707962226738
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/27/sim.csv,-0.000103274,2900,2900,0.004895371794649517,0.13101068309941796,0.005195955608370198,0.13173862294915656,0.0032798441475331607,0.0772331006714339,0.0031765646309441526,0.07084724896234643,0.0025756842880114987,0.06436763421761471
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/7/sim.csv,0.0,2899,52,0.001256143304236283,0.015104082906555589,0.00125614342941984,0.015104082384628379,0.0012548425204697263,0.015105724386333766,0.0011738559540340977,0.015052207587670677,0.0011744852239909597,0.015058584958559685
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000004--97a534f1a0/8/sim.csv,-0.000206548,2899,2899,0.002775938210824204,0.06372092558591569,0.0029957073437775266,0.06684462050207889,0.0027210093333862643,0.06269464323639198,0.0024177063644294085,0.05851905887884716,0.002334158086717337,0.057208043572633725
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000005--e426b5b81d/2/sim.csv,-0.000929465,2900,2064,0.011026058781966924,0.22550663537719307,0.01143307206365479,0.23297881604703402,0.009178629183075424,0.23048758290287238,0.008599665840865104,0.24751433135493278,0.004702044747192433,0.24571494891047335
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000005--e426b5b81d/4/sim.csv,-0.000619644,2900,1758,0.006542317605038782,0.13000945248456075,0.006662194939955333,0.12138591578985192,0.005175845331343801,0.11615100244354828,0.0045789184025015915,0.11281016149385248,0.0034341042940602487,0.12364717246325074
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000005--e426b5b81d/5/sim.csv,-0.000929465,2899,2366,0.0037254669882739095,0.11811137073370455,0.004834701314608774,0.1078097454949756,0.0045701380631064485,0.10743671944839016,0.004386531536037539,0.10760866123036374,0.004085536599693812,0.10804541232753297
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000007--75718ec57b/2/sim.csv,-0.00309822,2899,2748,0.009354596212224972,0.14390024858319828,0.00911003921474185,0.15066866925765296,0.00810845472719214,0.14701642605694393,0.007807552293401926,0.1559320375714725,0.006742792836947694,0.15495336446210042
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000008--370a547249/3/sim.csv,-0.0007841465,2900,1373,0.005353931421868185,0.10928329919206409,0.005227381940435915,0.11239830316954094,0.003856044836927965,0.09949782076341188,0.003489769585646741,0.09902387295307474,0.002340088359175787,0.08880478667598062
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000008--370a547249/5/sim.csv,-0.000826191,2900,2287,0.008468547311643577,0.16508138031990324,0.009062477488318049,0.16282110167315786,0.007341238949698082,0.15610447814162268,0.007063152254613354,0.16303522583177957,0.004117550242916041,0.15645184688788685
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000009--36c3e090ec/4/sim.csv,-0.000621606,2899,2606,0.003796954932768847,0.10693987857799679,0.0040706897654608715,0.11006300379099203,0.003646538058223202,0.10842013464290154,0.0033091667815481596,0.10551847799704035,0.002981246730914767,0.10672833149141206
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000009--36c3e090ec/5/sim.csv,-0.0009209884999999999,2899,1810,0.005608669922156961,0.20387635914933416,0.007395916244326989,0.18316221256225865,0.006779765298000859,0.17895030393111314,0.006505125358493287,0.17741741145599424,0.005937019579100015,0.17647191701220571
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/00000009--36c3e090ec/7/sim.csv,0.000206548,2900,2354,0.013331181407020066,0.18966758545303355,0.01314676298171621,0.18893600194940388,0.010367842578994575,0.17886643995484935,0.009958696095392804,0.19196168918249665,0.005288936185089488,0.186270822418135
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000a--736400223b/5/sim.csv,-0.0002004685,2899,2899,0.004589718631268505,0.15557236833592689,0.004743017374517942,0.15115121560078534,0.00416426025640294,0.1449506418414229,0.003593046893938591,0.13258645096980268,0.0033594185314082836,0.13161104170637214
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000a--736400223b/7/sim.csv,-0.000929465,2899,1847,0.0028046709714636296,0.10151373473397875,0.003953702379127053,0.10694761948088634,0.0038560757298986116,0.10731869273919153,0.003711955582685671,0.10729452166384167,0.0036667654322421615,0.10838844495487338
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000b--67a4656e36/1/sim.csv,-0.00051637,2899,1657,0.012299159382987366,0.17562956382177392,0.012815994915230052,0.17046339328276108,0.00929262544833274,0.16000517749263193,0.008890039551590992,0.16726625184648067,0.003566319152820028,0.16743763750443244
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000b--67a4656e36/5/sim.csv,-0.000309822,2899,2318,0.003474440560778585,0.12496091050142717,0.003877498439574329,0.12532453595070628,0.0036604009762966094,0.12438103837852461,0.0034994583364168974,0.123564249719645,0.003409745341975768,0.12390017616726112
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000b--67a4656e36/7/sim.csv,0.00165238,2899,2899,0.009803906596006088,0.14186277384167234,0.010405488877960521,0.13131764379392744,0.008556645781651778,0.13385485418487658,0.007945632260989946,0.1423515907723542,0.004758668988186861,0.15092169998735425
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000c--39663b29d3/10/sim.csv,0.0,2899,2259,0.01012433023968877,0.20834203626138278,0.010124332346831985,0.2083420648953656,0.007751114913474925,0.18003975221646926,0.008340134533730071,0.19517047635598467,0.004782211883717069,0.17330020481408961
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000c--39663b29d3/2/sim.csv,0.00134256,2900,1975,0.006507707257979512,0.21072657358820734,0.006381647918873293,0.20710999471443137,0.005631573013155701,0.20328613006888097,0.006369145974201427,0.21879211326852568,0.004509434545833181,0.2113013608492228
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/2eb001918aefbb1e/0000000c--39663b29d3/3/sim.csv,-0.000206548,2899,2687,0.008002473566957255,0.14714546914531582,0.007938107654597909,0.14707090454405117,0.0061678382533057715,0.1344743897045398,0.006383953716640039,0.1466359141254196,0.0034898337503305415,0.12918606425298745
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/3b1f3f2a42d70b76/00000000--50f6e13002/3/sim.csv,0.000528694,2899,2081,0.018180581899545977,0.26600415108597397,0.017484687368899358,0.25459314059859867,0.01424010166192881,0.2252997987119336,0.014507112629634996,0.2539237074968694,0.008793676867466824,0.22084030684716915
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/3b1f3f2a42d70b76/00000001--0f1d18d568/1/sim.csv,-0.0009294349999999999,2897,2897,0.02099510384155366,0.27239210846367934,0.019788212072456374,0.26471593447496716,0.014737994318503863,0.23421983571313815,0.014342070600588341,0.2469364056041879,0.007110992382259451,0.25024715146236465
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/3b1f3f2a42d70b76/00000001--0f1d18d568/2/sim.csv,-0.0003061735,2902,2902,0.016277051864378445,0.6377915187283932,0.016727742503980368,0.626979111030743,0.0068877632690397895,0.34131638589438507,0.0066998621843896355,0.33319139518630114,0.005483790944210404,0.18813078361340124
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/3b1f3f2a42d70b76/00000001--662ff18416/0/sim.csv,-0.000103274,2973,2973,0.007104792209071721,0.2907731656397905,0.007299490608729275,0.29143863393202873,0.003920470496311415,0.1779833676152736,0.0038704475939937686,0.17637771770279878,0.003649960101985727,0.08314531968991679
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/3b1f3f2a42d70b76/00000001--662ff18416/1/sim.csv,-0.000102004,2899,2899,0.00392017606924184,0.10038636930355259,0.0044288102846992234,0.10015826102448032,0.0035532141894155395,0.06433142086975709,0.003531201117965473,0.06120917826413062,0.003192117179795862,0.04643066912717248
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000005--6086a5f078/18/sim.csv,-0.00051637,2901,2901,0.014767802893583683,0.2356096498732341,0.015149433963659574,0.23768012485593704,0.012616712532829644,0.2292049236798855,0.012103288777621254,0.23837058561886496,0.008091120870328716,0.2313052177511057
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000005--6086a5f078/22/sim.csv,0.0,2899,767,0.014525279337550021,0.5211733290081599,0.014525287480617597,0.5211733294366228,0.013859239511761497,0.5220644495371984,0.012711939242349054,0.5254713650885975,0.011455730902803064,0.527252027057846
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000005--6086a5f078/57/sim.csv,-0.00051637,2899,2783,0.01861649061312693,0.3748049103689872,0.01932227489450416,0.385504754983733,0.015568274874590171,0.35210647617080243,0.014575914591167078,0.3627294741698724,0.008716264723450712,0.3215605071528762
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000005--6086a5f078/58/sim.csv,-0.000673786,2899,2899,0.01217579963751356,0.34814210692150344,0.011243975287913256,0.32805230309619826,0.007454085198558485,0.2645371608882418,0.007020837251377333,0.2574407223279819,0.007603755434454424,0.20334687764844406
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000010--d1cd5f2c25/151/sim.csv,-0.000843387,2898,2898,0.00469515960683951,0.3036806993203699,0.01020734847020009,0.26306882131866605,0.009687659327711182,0.18564576825483925,0.009663495647920739,0.18412972663736882,0.009894731237899149,0.12364134581149698
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/4580d36e7617c224/00000012--8341c0842a/154/sim.csv,-0.000206548,2898,2898,0.004220392178728047,0.12256325904363938,0.0054342693039267625,0.11721716521632546,0.005009401102227373,0.0806221700354411,0.004997315983869086,0.07889412226708868,0.0049716254030381345,0.06311060095406416
