platform,variant,N,rmse_yaw_degs,rmse_ay_mps2,mean_yaw_resid_degs,mean_ay_resid_mps2,corr_yaw,corr_ay
FORD_MUSTANG_MACH_E_MK1,V0,5796,0.5052601801389892,0.061975653940260673,0.3159210962184623,-0.04160970593953141,0.46344450106652424,0.804012700184026
FORD_MUSTANG_MACH_E_MK1,V1,5796,0.09390855649482831,0.1097521627046732,0.020044061677203278,-0.08407747760069688,0.9816361359169885,0.6395345385586643
FORD_MUSTANG_MACH_E_MK1,V2,5796,0.5069713845511888,0.0593513255026489,0.3277688881160253,-0.03872529540028928,0.47830959008057755,0.8034995845942853
FORD_MUSTANG_MACH_E_MK1,V3,5796,0.09194504157457727,0.10895807153802695,0.02890484435310779,-0.08166316389984754,0.9821955730981373,0.5927797506517118
FORD_F_150_LIGHTNING_MK1,V0,5796,1.1044970655188666,0.442854692838409,-0.873207607441758,-0.17179117336942484,0.9871467776403999,0.7890609222774914
FORD_F_150_LIGHTNING_MK1,V1,5796,0.6246148214281161,0.4132372541965238,-0.06648558772903354,0.19057792428324336,0.9912782946300867,0.878981259645122
FORD_F_150_LIGHTNING_MK1,V2,5796,0.8921406256446209,0.3225468092013544,-0.7709796858850377,-0.13329137596810128,0.993095149643155,0.8528902387448988
FORD_F_150_LIGHTNING_MK1,V3,5796,0.34827699070498924,0.31914519003050046,-0.030401072102546608,0.19226442271674732,0.9961289934692624,0.9130181513772386
