platform,segment,n,rmse_yaw_degs,rmse_ay_mps2,corr_yaw_pred_meas,corr_ay_pred_meas,mean_yaw_res_degs,p95_abs_yaw_res_degs
FORD_MUSTANG_MACH_E_MK1,FORD_MUSTANG_MACH_E_MK1/08ec7b9afc6b766e/00000000--33439c2a9c/1/sim.csv,2898,0.7029778193681111,0.05192904931720653,0.799391721524468,0.25993186001731905,0.7000116227403558,0.799979143422124
FORD_MUSTANG_MACH_E_MK1,FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000003--55220ffbee/12/sim.csv,2898,0.12805355643722244,0.07060693632509626,0.9550857536788128,0.8825964833567784,-0.06816957521081113,0.24848973310017558
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000001--82c7a5f419/34/sim.csv,2898,1.3687658027774623,0.5851251346108942,0.9175871642438685,0.8961011622755273,-1.1550032107418218,2.241804803035933
FORD_F_150_LIGHTNING_MK1,FORD_F_150_LIGHTNING_MK1/112e4d6e0cad05e1/00000001--3975f8fbf5/9/sim.csv,2898,0.7525338699416685,0.22331411905776313,0.9982748312946754,0.9363859693329433,-0.591412024246118,1.5470654015078489
