platform,n_segments,n_rows,rmse_yaw_degs,rmse_ay_mps2,mean_yaw_res_degs,corr_yaw,corr_ay
FORD_MUSTANG_MACH_E_MK1,2,5796,0.5052600953171374,0.06197566304689715,0.3159210237647723,0.46344464602119356,0.8040127095089263
FORD_F_150_LIGHTNING_MK1,2,5796,1.104496955238541,0.4428547272661555,-0.8732076174939698,0.9871467777342299,0.7890609260596444
