file,platform,n,lag,bias,K_us,V0_straight_rmse,V0_straight_n,V0_steady_rmse,V0_steady_n,V0_transient_rmse,V0_transient_n,V0_all_rmse,V0_all_n,V1_straight_rmse,V1_straight_n,V1_steady_rmse,V1_steady_n,V1_transient_rmse,V1_transient_n,V1_all_rmse,V1_all_n,V2_straight_rmse,V2_straight_n,V2_steady_rmse,V2_steady_n,V2_transient_rmse,V2_transient_n,V2_all_rmse,V2_all_n,V3_straight_rmse,V3_straight_n,V3_steady_rmse,V3_steady_n,V3_transient_rmse,V3_transient_n,V3_all_rmse,V3_all_n
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000043--caed1d8282/42/sim.csv,FORD_F_150_LIGHTNING_MK1,2898,0,0.008704595154637682,0.00045331962916751126,0.010652429373177721,2898,,0,,0,0.010652429373177721,2898,0.006140380667710894,2898,,0,,0,0.006140380667710894,2898,0.006140380667710894,2898,,0,,0,0.006140380667710894,2898,0.0033763168437853687,2898,,0,,0,0.0033763168437853687,2898
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000043--caed1d8282/48/sim.csv,FORD_F_150_LIGHTNING_MK1,2898,0,0.006934396358592133,0.00045331962916751126,0.016741985968101506,2898,,0,,0,0.016741985968101506,2898,0.015238380533969214,2898,,0,,0,0.015238380533969214,2898,0.015238380533969214,2898,,0,,0,0.015238380533969214,2898,0.00437799414994159,2898,,0,,0,0.00437799414994159,2898
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000046--9812a7c627/8/sim.csv,FORD_F_150_LIGHTNING_MK1,2899,2,0.007676321939551571,0.00045331962916751126,0.007828099601431585,1933,0.030298029291476423,698,0.03447027976515129,268,0.019280197312511065,2899,0.005481123435300316,1933,0.028289766429942374,698,0.03290181553289769,268,0.017686155316792795,2899,0.0046758744604625865,1933,0.028268170582877068,696,0.029402683963153327,268,0.01692762901473224,2897,0.003962727536628356,1933,0.01808377986506858,696,0.019994259947538593,268,0.011226184519544668,2897
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000047--02ba015938/14/sim.csv,FORD_F_150_LIGHTNING_MK1,2899,2,0.011524482963849602,0.00045331962916751126,0.01445218066173301,1655,0.03020375208129456,956,0.036497569665096125,288,0.02350340158208922,2899,0.007114755483607248,1655,0.028758033677299014,956,0.03446003215917845,288,0.020484046923029985,2899,0.00582934955922571,1653,0.02777388606444192,956,0.03194638955466223,288,0.019375327788563667,2897,0.005008755916722912,1653,0.018167056289915617,956,0.02166917063153956,288,0.013034846190378133,2897
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000049--ba8c8ca7a8/61/sim.csv,FORD_F_150_LIGHTNING_MK1,2899,3,0.002228216728396577,0.00045331962916751126,0.010132955343570288,2148,0.033805495520277,252,0.0325490742725813,288,0.017398275786122727,2688,0.008415600358215146,2148,0.035354983865763474,252,0.034013466569302125,288,0.017255000740112356,2688,0.008056628760982544,2145,0.032200270341598856,252,0.03038779017285338,288,0.01575490546426233,2685,0.00519527725782162,2145,0.019166316925785992,252,0.020013080294353485,288,0.009949927686778853,2685
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/0000004d--cb69adb147/14/sim.csv,FORD_F_150_LIGHTNING_MK1,2899,0,0.008625739863464254,0.00045331962916751126,0.009605640092327975,2221,0.01925215118342767,45,,0,0.009889213811536967,2266,0.004637930934328528,2221,0.01078507032150554,45,,0,0.004836647766597973,2266,0.004637930934328528,2221,0.01078507032150554,45,,0,0.004836647766597973,2266,0.004050082526909054,2221,0.0069057823002105145,45,,0,0.004126073611682141,2266
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000070--972d29d2d0/11/sim.csv,FORD_F_150_LIGHTNING_MK1,2901,0,0.008323817647780042,0.00045331962916751126,0.009570192230186608,2455,,0,,0,0.009570192230186608,2455,0.004722567002090034,2455,,0,,0,0.004722567002090034,2455,0.004722567002090034,2455,,0,,0,0.004722567002090034,2455,0.004345253155482404,2455,,0,,0,0.004345253155482404,2455
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000075--d55ce4eced/11/sim.csv,FORD_F_150_LIGHTNING_MK1,2900,0,0.005407970829110345,0.00045331962916751126,0.01740690768886293,2306,0.038785707669541085,572,0.041397256036744975,22,0.023466032133409354,2900,0.015033016256549035,2306,0.04061575186211901,572,0.04639476737855527,22,0.022834371364188942,2900,0.015033016256549035,2306,0.04061575186211901,572,0.04639476737855527,22,0.022834371364188942,2900,0.006550983418181968,2306,0.01284614814956981,572,0.013958164808906876,22,0.008255460004884665,2900
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/0000007b--a5df7b4b40/6/sim.csv,FORD_F_150_LIGHTNING_MK1,2900,0,0.00810575312075862,0.00045331962916751126,0.008572868255364916,2900,,0,,0,0.008572868255364916,2900,0.0027912069914564504,2900,,0,,0,0.0027912069914564504,2900,0.0027912069914564504,2900,,0,,0,0.0027912069914564504,2900,0.002677131957385816,2900,,0,,0,0.002677131957385816,2900
/Users/javiquix/Desktop/quixdev/webinar-AI/webinar-angle-B/module-2/agent-01/data/sim/segments/FORD_F_150_LIGHTNING_MK1/0b2c0bec9a28eb0f/00000080--16c667956a/12/sim.csv,FORD_F_150_LIGHTNING_MK1,2898,0,0.00804973176312098,0.00045331962916751126,0.009499209820842488,2898,,0,,0,0.009499209820842488,2898,0.00504349142580728,2898,,0,,0,0.00504349142580728,2898,0.00504349142580728,2898,,0,,0,0.00504349142580728,2898,0.002487015989172557,2898,,0,,0,0.002487015989172557,2898
