platform,variant,rmse_yr_degs,delta_abs,delta_pct
FORD_MUSTANG_MACH_E_MK1,B0_baseline,0.50531668617844,0.0,0.0
FORD_MUSTANG_MACH_E_MK1,B1_yaw_bias,0.39437971270224614,-0.11093697347619391,-21.95395016839386
FORD_MUSTANG_MACH_E_MK1,B2_bias_plus_scale,0.3905203303423461,-0.11479635583609393,-22.717705347168458
FORD_MUSTANG_MACH_E_MK1,B3_bias_scale_lag,0.3893913334280312,-0.11592535275040883,-22.94112898331496
FORD_F_150_LIGHTNING_MK1,B0_baseline,1.1039004840531934,0.0,0.0
FORD_F_150_LIGHTNING_MK1,B1_yaw_bias,0.6766890403821937,-0.4272114436709997,-38.70017722090371
FORD_F_150_LIGHTNING_MK1,B2_bias_plus_scale,0.6155682382305461,-0.48833224582264734,-44.236980858060406
FORD_F_150_LIGHTNING_MK1,B3_bias_scale_lag,0.6151394674951706,-0.48876101655802284,-44.27582228820465
