label,n,rmse_yaw_rate_degs,rmse_a_y_mps2,bias_yaw_rate_degs,bias_a_y_mps2,corr_yaw_rate,corr_a_y
FORD_MUSTANG_MACH_E_MK1,5796,0.5052601320052807,0.061975664793812134,0.3159210591870675,-0.04160971533221872,0.46344464602119356,0.8040127095089264
FORD_F_150_LIGHTNING_MK1,5796,1.1044969908754478,0.44285470360395696,-0.8732076285615453,-0.17179120922459698,0.9871467777342299,0.7890609260596444
