variant,overall,straight,steady,transient
V0,0.016133271697693366,0.008781048669665318,0.03146899472159533,0.057434659096849965
V1,0.016155089121029673,0.008750035009022437,0.0315892784262365,0.05753901232726148
V2,0.015661130674761214,0.009808378773867036,0.029653749645215378,0.05020451015348182
V3,0.015670898975948398,0.00976616598877983,0.029773371670195,0.050281973419145205
